Time,PRN,CN0_dBHz,Doppler
0.0,1,35.4,5000
0.0,3,42.98,750
0.0,6,41.51,-500
0.0,7,37.83,1750
0.0,8,35.4,5500
0.0,13,40.83,1750
0.0,16,42.21,-2750
0.0,19,39.48,2500
0.0,23,42.55,-250
0.0,26,35.21,-500
0.0,32,36.57,-3000
0.5,3,43.18,750
0.5,6,41.21,-500
0.5,7,38.63,1750
0.5,13,42.35,1750
0.5,16,42.89,-2750
0.5,19,39.69,2750
0.5,20,36.68,-3000
0.5,21,35.21,4000
0.5,23,43.47,-500
0.5,25,35.9,-500
0.5,27,35.14,-3500
0.5,28,35.17,-4500
0.5,29,35.34,3500
0.5,30,36.21,-3250
1.0,3,44.32,750
1.0,6,43.37,-500
1.0,7,36.71,1750
1.0,13,40.87,1750
1.0,16,42.58,-2750
1.0,19,39.28,2750
1.0,20,37.06,-3000
1.0,23,43.64,-500
1.0,27,35.04,-2750
1.0,30,35.44,-3250
1.5,3,43.51,750
1.5,4,35.05,3750
1.5,6,42.85,-500
1.5,7,36.87,2000
1.5,9,35.29,500
1.5,12,35.3,-2000
1.5,13,42.39,1750
1.5,16,42.4,-2750
1.5,19,38.47,2500
1.5,20,37.39,-3000
1.5,23,44.54,-500
1.5,26,35.83,2750
1.5,30,35.44,-3250
2.0,3,42.9,750
2.0,6,41.26,-500
2.0,7,38.72,1750
2.0,11,35.08,750
2.0,13,42.24,1750
2.0,16,41.97,-2750
2.0,19,39.06,2500
2.0,20,35.02,5750
2.0,21,35.3,0
2.0,22,35.12,3000
2.0,23,41.57,-250
2.0,26,35.19,-2000
2.5,3,44.06,750
2.5,4,35.1,750
2.5,6,41.89,-500
2.5,7,38.68,1750
2.5,12,35.12,4750
2.5,13,41.95,1750
2.5,16,41.6,-2750
2.5,19,38.49,2500
2.5,23,42.76,-500
2.5,25,35.31,-3000
2.5,30,35.09,-3250
3.0,3,43.15,750
3.0,6,41.79,-500
3.0,7,40.39,1750
3.0,12,35.34,4500
3.0,13,43.38,1750
3.0,15,35.67,2250
3.0,16,41.56,-2750
3.0,19,38.96,2750
3.0,21,35.29,4750
3.0,22,35.0,-1250
3.0,23,43.16,-500
3.0,26,35.21,-500
3.0,27,35.04,-4250
3.0,29,35.59,-2500
3.5,3,42.4,750
3.5,4,35.52,4250
3.5,6,41.85,-500
3.5,7,39.7,1750
3.5,10,36.37,750
3.5,11,35.11,2750
3.5,12,35.8,-5250
3.5,13,42.13,1750
3.5,16,42.99,-2750
3.5,19,39.02,2500
3.5,20,35.82,-3000
3.5,23,41.96,-250
3.5,27,35.04,-3000
3.5,30,36.62,-3250
4.0,2,35.6,2000
4.0,3,43.58,750
4.0,4,35.85,-250
4.0,6,42.93,-500
4.0,7,40.02,1750
4.0,8,35.36,750
4.0,13,42.62,1750
4.0,16,43.08,-2750
4.0,19,38.07,2500
4.0,20,36.21,-3000
4.0,23,44.33,-500
4.0,25,35.28,-1250
4.0,30,35.69,-3250
4.5,3,43.36,750
4.5,6,41.19,-500
4.5,7,38.79,1750
4.5,13,42.35,1750
4.5,16,41.39,-2750
4.5,19,37.75,2750
4.5,20,36.52,-3000
4.5,23,41.28,-250
5.0,3,43.15,750
5.0,6,41.87,-500
5.0,7,38.44,2000
5.0,13,42.13,1750
5.0,16,41.21,-2750
5.0,17,35.2,5000
5.0,19,38.47,2500
5.0,20,36.34,-3000
5.0,21,35.24,5750
5.0,23,43.65,-500
5.0,24,35.92,500
5.0,26,35.95,4250
5.0,30,36.29,-3250
5.5,2,35.01,750
5.5,3,43.81,750
5.5,6,42.54,-500
5.5,7,40.1,1750
5.5,10,36.3,750
5.5,13,42.35,1750
5.5,15,35.02,2750
5.5,16,41.53,-2750
5.5,19,38.59,2750
5.5,21,35.01,1750
5.5,22,35.19,2500
5.5,23,42.25,-250
5.5,25,35.4,4500
5.5,26,35.81,-1750
5.5,30,35.54,-4500
5.5,31,35.3,-3500
6.0,3,43.24,750
6.0,4,35.27,-3000
6.0,6,41.62,-500
6.0,7,40.52,1750
6.0,8,35.28,-4250
6.0,10,35.51,750
6.0,11,35.23,-3250
6.0,12,35.15,4000
6.0,13,43.04,1750
6.0,14,35.44,2500
6.0,16,42.55,-2750
6.0,19,39.19,2500
6.0,20,37.01,-3000
6.0,23,41.48,-250
6.0,24,35.44,5750
6.0,25,35.39,1000
6.0,29,35.36,-3000
6.5,3,43.51,750
6.5,6,41.14,-500
6.5,7,39.38,1750
6.5,10,35.31,750
6.5,12,35.55,5500
6.5,13,42.17,1750
6.5,16,42.84,-2750
6.5,19,39.93,2750
6.5,20,35.67,-3000
6.5,23,43.11,-500
7.0,3,43.3,750
7.0,6,42.2,-500
7.0,7,40.62,1750
7.0,9,35.05,-5250
7.0,12,35.32,750
7.0,13,42.11,1750
7.0,16,41.64,-2750
7.0,19,39.18,2750
7.0,20,36.17,-3000
7.0,22,35.32,3500
7.0,23,43.97,-500
7.0,27,35.05,1750
7.5,3,44.33,750
7.5,4,35.01,-2250
7.5,5,35.17,-2750
7.5,6,40.95,-500
7.5,7,38.94,1750
7.5,13,41.85,1750
7.5,16,41.0,-2750
7.5,19,39.72,2500
7.5,20,37.35,-3000
7.5,23,40.84,-250
7.5,30,35.48,-5000
8.0,3,43.58,750
8.0,6,41.83,-500
8.0,7,38.73,1750
8.0,10,35.43,750
8.0,13,41.96,1750
8.0,16,42.51,-2750
8.0,19,39.48,2500
8.0,20,35.28,-5000
8.0,23,39.65,-250
8.0,30,36.1,-3250
8.0,32,35.19,-1250
8.5,3,43.17,750
8.5,6,42.4,-500
8.5,7,38.51,1750
8.5,9,35.58,-2500
8.5,10,35.96,-6000
8.5,13,42.73,1750
8.5,16,42.62,-2750
8.5,19,38.38,2750
8.5,20,35.56,-3000
8.5,23,44.77,-500
8.5,24,35.62,250
8.5,26,35.23,5750
8.5,27,35.07,-1250
8.5,29,35.55,750
8.5,30,35.03,5750
9.0,2,35.22,1500
9.0,3,43.13,750
9.0,5,35.32,-500
9.0,6,42.41,-500
9.0,7,39.35,1750
9.0,13,42.73,1750
9.0,16,43.46,-2750
9.0,19,39.42,2750
9.0,23,43.74,-500
9.0,29,35.07,-5000
9.5,3,42.45,750
9.5,4,35.58,-1000
9.5,6,42.49,-500
9.5,7,39.46,1750
9.5,10,35.17,-3500
9.5,13,43.04,1750
9.5,16,41.24,-2750
9.5,19,39.28,2500
9.5,20,35.47,-3000
9.5,21,35.13,-1500
9.5,23,44.35,-500
9.5,25,35.08,2250
9.5,26,35.09,5750
9.5,30,35.65,-3250
10.0,1,35.21,-2250
10.0,3,43.3,750
10.0,6,41.59,-500
10.0,7,39.31,1750
10.0,10,35.41,5250
10.0,13,42.25,1750
10.0,16,43.09,-2750
10.0,19,37.98,2750
10.0,20,36.56,-3000
10.0,22,35.42,4750
10.0,23,39.28,-500
10.0,24,35.34,2000
10.0,30,35.62,500
10.5,2,35.92,-250
10.5,3,42.89,750
10.5,6,41.95,-500
10.5,7,40.17,1750
10.5,8,35.22,4750
10.5,10,36.19,750
10.5,13,42.55,1750
10.5,14,35.08,-2750
10.5,16,42.45,-2750
10.5,19,40.45,2500
10.5,20,38.84,-3000
10.5,23,41.28,-250
11.0,3,43.33,750
11.0,6,41.87,-500
11.0,7,38.77,1750
11.0,9,35.09,-4000
11.0,10,37.34,750
11.0,13,42.65,1750
11.0,16,43.19,-2750
11.0,17,35.11,500
11.0,19,38.24,2750
11.0,20,36.06,-3000
11.0,23,44.36,-500
11.0,31,35.27,1000
11.0,32,35.94,-3000
11.5,2,35.75,-4500
11.5,3,43.48,750
11.5,6,42.35,-500
11.5,7,38.45,2000
11.5,10,35.64,750
11.5,13,41.72,1750
11.5,16,42.72,-2750
11.5,19,40.25,2500
11.5,20,36.08,-3000
11.5,21,35.06,2750
11.5,23,41.26,-250
11.5,27,35.09,1250
12.0,3,42.06,750
12.0,6,42.56,-500
12.0,7,38.54,1750
12.0,13,41.89,1750
12.0,15,35.13,4250
12.0,16,40.76,-2750
12.0,18,35.03,-2000
12.0,19,39.18,2750
12.0,20,35.73,-3000
12.0,23,41.54,-250
12.0,30,35.55,-3250
12.0,31,35.05,500
12.5,2,35.14,-4250
12.5,3,43.94,750
12.5,6,41.08,-500
12.5,7,39.67,1750
12.5,11,35.2,-2000
12.5,13,43.01,1750
12.5,16,43.73,-2750
12.5,19,38.96,2500
12.5,20,36.66,-3000
12.5,22,35.0,-3000
12.5,23,43.28,-500
12.5,24,35.22,-4000
12.5,29,35.34,5500
12.5,30,37.58,-3250
12.5,32,35.1,-6000
13.0,3,43.03,750
13.0,6,40.8,-500
13.0,7,39.67,1750
13.0,10,35.73,-3250
13.0,12,35.58,3750
13.0,13,41.55,1750
13.0,16,43.25,-2750
13.0,17,35.23,-2000
13.0,19,39.4,2500
13.0,20,37.1,-3000
13.0,23,41.39,-250
13.5,1,35.01,5000
13.5,3,42.93,750
13.5,6,42.04,-500
13.5,7,40.12,1750
13.5,11,35.65,-4750
13.5,13,42.22,1750
13.5,16,41.31,-2750
13.5,18,35.71,-3000
13.5,19,40.28,2500
13.5,20,35.39,-4750
13.5,23,41.2,-250
13.5,24,35.03,-5000
13.5,25,35.25,-1000
13.5,32,35.31,3000
14.0,3,43.31,750
14.0,6,41.65,-500
14.0,7,38.87,1750
14.0,10,35.98,500
14.0,13,43.17,1750
14.0,16,42.11,-2750
14.0,19,37.66,2750
14.0,20,35.06,-3000
14.0,23,41.3,-250
14.5,3,43.71,750
14.5,6,41.51,-500
14.5,7,39.36,1750
14.5,9,36.07,-3750
