Time,PRN,CN0_dBHz,Doppler
0.0,3,43.83,750
0.0,4,35.24,1000
0.0,6,38.93,-750
0.0,7,38.54,2000
0.0,10,35.55,750
0.0,13,43.01,1750
0.0,16,38.13,-3000
0.0,19,38.66,2500
0.0,20,36.56,-3000
0.0,23,44.34,-500
0.0,32,35.87,-3000
0.5,3,43.35,750
0.5,6,36.47,-250
0.5,7,39.44,1750
0.5,13,40.65,1750
0.5,16,40.41,-3000
0.5,19,37.89,2750
0.5,20,36.41,-3000
0.5,23,44.14,-500
0.5,25,35.71,1000
0.5,27,35.45,5250
0.5,30,36.3,-3250
1.0,3,44.21,750
1.0,4,35.68,-2500
1.0,6,41.49,-500
1.0,7,40.37,1750
1.0,10,35.17,-6000
1.0,13,43.37,1750
1.0,15,35.21,1000
1.0,16,42.69,-2750
1.0,19,40.6,2750
1.0,20,35.66,-3000
1.0,23,44.38,-500
1.0,30,36.3,-3250
1.5,3,43.0,750
1.5,6,37.7,-250
1.5,7,40.52,1750
1.5,12,35.28,-5000
1.5,13,41.53,1750
1.5,16,40.36,-3000
1.5,19,36.35,2750
1.5,20,37.99,-3000
1.5,23,42.59,-500
1.5,31,35.27,-5500
1.5,32,35.65,5500
2.0,1,35.04,-4250
2.0,3,44.1,750
2.0,7,38.54,1750
2.0,10,36.32,500
2.0,11,35.26,0
2.0,13,42.08,1750
2.0,16,43.19,-2750
2.0,17,35.43,500
2.0,19,39.89,2500
2.0,20,35.44,-3000
2.0,23,44.21,-500
2.0,29,36.03,1750
2.0,30,35.53,-3250
2.5,2,35.18,750
2.5,3,43.97,750
2.5,6,36.24,-500
2.5,7,37.06,2000
2.5,9,35.56,-2000
2.5,10,35.42,750
2.5,13,40.3,1750
2.5,16,40.87,-3000
2.5,18,35.71,5250
2.5,19,38.73,2750
2.5,20,36.45,-3000
2.5,23,43.86,-500
2.5,31,35.24,-3500
3.0,3,42.85,750
3.0,6,41.71,-500
3.0,7,41.07,1750
3.0,10,35.18,750
3.0,13,41.67,1750
3.0,16,42.98,-2750
3.0,17,35.21,5500
3.0,19,39.31,2500
3.0,20,37.08,-3000
3.0,23,44.47,-500
3.0,32,35.4,2500
3.5,3,43.86,750
3.5,6,43.07,-500
3.5,7,38.55,1750
3.5,13,41.58,1750
3.5,16,40.53,-3000
3.5,19,41.03,2750
3.5,23,44.09,-500
3.5,25,35.25,-1000
4.0,2,35.07,0
4.0,3,43.74,750
4.0,6,40.58,-500
4.0,7,38.68,1750
4.0,9,35.21,-2250
4.0,13,41.73,1750
4.0,16,39.47,-3000
4.0,17,35.16,-1000
4.0,19,37.47,2500
4.0,20,38.1,-3000
4.0,23,43.07,-500
4.0,32,35.02,-5500
4.5,3,42.76,750
4.5,6,37.71,-750
4.5,7,39.52,1750
4.5,10,37.85,750
4.5,13,42.29,1750
4.5,16,40.56,-2750
4.5,19,37.55,2750
4.5,20,38.54,-3000
4.5,23,43.32,-500
4.5,32,35.49,-4250
5.0,3,43.1,750
5.0,6,41.0,-500
5.0,7,39.12,1750
5.0,8,35.15,-750
5.0,12,35.18,-2000
5.0,13,41.78,1750
5.0,14,35.48,-6000
5.0,15,35.21,-5250
5.0,16,42.14,-2750
5.0,19,38.21,2500
5.0,20,36.08,-3000
5.0,23,42.8,-500
5.5,2,35.26,-1500
5.5,3,43.03,750
5.5,6,36.88,-750
